ref;Circuit name;sub_1_short;sub_2_short;Voltage level (kV);I_max_Summer;I_max_Interseason_1;I_max_Interseason_2;I_max_Winter;Resistance R (Ω);Reactance X (Ω);Capacity (nF);Half-Susceptance Hd/2 (μS);Length (m);
AIRVAL61BONN6;LIT 225kV N0 1 AIRVAULT-BONNEAU;AIRVA;BONN6;225;932;932;1145;1145;3,064;20,350;762,736;119,810;52792;
AIRVAL61JUMEA;LIT 225kV N0 1 AIRVAULT-JUMEAUX (LES);AIRVA;JUMEA;225;1249;1337;1337;1434;0,330;2,212;50,501;7,933;5507;
ALBERL61CHAV6;LIT 225kV N0 1 ALBERTVILLE-CHAVANOD;ALBER;CHAV6;225;617;685;685;742;4,460;17,210;17,210;60,000;42135;
ALBERL61CONTA;LIT 225kV N0 1 ALBERTVILLE-CONTAMINE;ALBER;CONTA;225;565;673;673;765;2,352;10,043;225,097;35,358;24925;
ALBERL61LONG6;LIT 225kV N0 1 ALBERTVILLE-LONGEFAN;ALBER;LONG6;225;565;673;673;765;4,486;17,749;391,180;61,446;43669;
ALBERL61MALGO;LIT 225kV N0 1 ALBERTVILLE-MALGOVERT;ALBER;MALGO;225;565;673;673;765;3,540;16,640;363,641;55,000;40633;
ALBERL61VEN.P;LIT 225kV N0 1 ALBERTVILLE-VENTHON-POSTE;ALBER;VEN.P;225;231;468;468;611;0,390;1,580;33,963;5,000;3790;
ALLINL61CORNI;LIT 225kV N0 1 ALLINGES-CORNIER;ALLIN;CORNI;225;966;1076;1076;1168;2,420;14,488;343,724;53,992;36996;
ANOULL61ETIVA;LIT 225kV N0 1 ANOULD-ETIVAL;ANOUL;ETIVA;225;1070;1155;1155;1265;2,888;19,202;433,075;68,027;47620;
AOSTEL61BISSY;LIT 225kV N0 1 AOSTE-BISSY;AOSTE;BISSY;225;236;470;470;612;2,398;10,316;212,697;33,410;24490;
AQUEDL61CIROL;LIT 225kV N0 1 AQUEDUCS (LES)-CIROLLIERS;AQUED;CIROL;225;827;1015;1015;1150;0,549;3,644;84,418;13,260;9163;
ARDOIL61MOTT5;LIT 225kV N0 1 ARDOISE (L )-MOTTE (LA) (VILLENEUVE-LES-AVIGNON;ARDOI;MOTT5;225;1025;1025;1200;1200;0,933;5,916;480,424;75,465;15768;
ARDOIL61TAVEL;LIT 225kV N0 1 ARDOISE (L )-TAVEL;ARDOI;TAVEL;225;1233;1320;1320;1389;0,649;4,346;99,257;15,591;10819;
ARENCL61B.MAI;LIT 225kV N0 1 ARENC-BELLE-DE-MAI;ARENC;B.MAI;225;510;510;640;640;0,251;0,483;447,275;70,258;2880;
ARGIEL61ETUPE;LIT 225kV N0 1 ARGIESANS-ETUPES;ARGIE;ETUPE;225;654;758;758;857;0,867;4,440;99,573;15,641;11145;
ARGIEL61SIERE;LIT 225kV N0 1 ARGIESANS-SIERENTZ;ARGIE;SIERE;225;654;758;758;857;4,645;21,857;483,444;75,939;54500;
ARGOEL61B.CO6;LIT 225kV N0 1 ARGOEUVES - BRAILLY-CORNEHOTTE;ARGOE;B.CO6;225;894;944;944;1017;3,497;15,821;347,289;54,552;38875;
ARGOEL61BXCH5;LIT 225kV N0 1 ARGOEUVES-BEAUCHAMPS;ARGOE;BXCH5;225;753;925;925;1075;3,214;21,636;493,648;77,542;54086;
ARGOEL61BLOCA;LIT 225kV N0 1 ARGOEUVES-BLOCAUX;ARGOE;BLOCA;225;1250;1250;1250;1250;2,470;16,435;378,385;59,437;41056;
ARLODL61GEN.P;LIT 225kV N0 1 ARLOD-GENISSIAT-POSTE;ARLOD;GEN.P;225;557;557;653;653;0,340;1,760;294,730;36,000;5279;
ARNAGL61QUINT;LIT 225kV N0 1 ARNAGE-QUINTES (LES);ARNAG;QUINT;225;1249;1316;1316;1389;0,336;2,231;51,678;8,118;5605;
ARRIGL61CHEVI;LIT 225KV N0 1 ARRIGHI - CHEVILLY;ARRIG;CHEVI;225;888;910;972;1049;0,962;5,290;536,591;84,287;14029;
ARRIGL61CHARE;LIT 225kV N0 1 ARRIGHI-CHARENTON;ARRIG;CHARE;225;220;220;340;340;0,137;0,470;1300,111;204,221;4511;
ARRIGL61MORBR;LIT 225kV N0 1 ARRIGHI-MORBRAS;ARRIG;MORBR;225;2008;2008;2300;2400;0,670;6,300;143,886;66,870;22138;
ARRIGL61V.GEO;LIT 225kV N0 1 ARRIGHI-VILLENEUVE-ST-GEORGES;ARRIG;V.GEO;225;750;750;830;830;0,420;2,620;1310,806;20,310;6719;
ATTAQL61ECHIN;LIT 225kV N0 1 ATTAQUES (LES)-ECHINGHEN;ATTAQ;ECHIN;225;1002;1078;1078;1130;2,375;14,294;325,790;51,175;36192;
ATTAQL61MANDA;LIT 225kV N0 1 ATTAQUES (LES)-MANDARINS;ATTAQ;MANDA;225;1308;1408;1408;1478;0,607;4,047;93,155;14,633;10125;
AUBE L61COMM7;LIT 225kV N0 1 AUBE-COMMERVEIL;AUBE;COMM7;225;938;987;987;1041;4,993;22,672;484,664;76,131;54801;
AUBE L61MEZE5;LIT 225kV N0 1 AUBE-MEZEROLLES;AUBE;MEZE5;225;731;835;835;930;8,662;39,653;873,577;137,221;97448;
AUBUSL61EGUZO;LIT 225kV N0 1 AUBUSSON-EGUZON;AUBUS;EGUZO;225;894;991;991;1051;6,570;30,040;594,047;99,000;73228;
AUBUSL61MOLE;LIT 225kV N0 1 AUBUSSON-MOLE (LA);AUBUS;1MOLE;225;286;531;531;674;6,061;28,674;594,047;93,313;68298;
AULNOL61P.SAM;LIT 225kV N0 1 AULNOYE-PONT-SUR-SAMBRE;AULNO;P.SAM;225;975;1030;1030;1110;0,534;2,448;52,004;8,169;5897;
AUSSOL61P.AND;LIT 225kV N0 1 AUSSOIS-PRAZ-ST-ANDRE;AUSSO;P.AND;225;737;820;820;889;1,070;4,330;93,222;15,000;10429;
AUZATL61TARAS;LIT 225kV N0 1 AUZAT-TARASCON;AUZAT;TARAS;225;737;820;820;889;1,640;6,387;141,615;22,245;15767;
AVALLL61J.VIL;LIT 225kV N0 1 AVALLON - JOUX-LA-VILLE;AVALL;J.VIL;225;827;891;891;976;1,543;7,830;169,821;26,675;19039;
AVELIL61MASTA;LIT 225kV N0 1 AVELIN - MASTAING;AVELI;MASTA;225;1273;1346;1346;1453;0,938;10,277;350,505;55,057;31508;
AVELIL61CZRIE;LIT 225kV N0 1 AVELIN-COURRIERES;AVELI;CZRIE;225;1273;1346;1346;1451;1,086;7,461;174,650;27,434;18895;
AVIGNL61CTAUR;LIT 225kV N0 1 AVIGNON (POSTE)-CHATEAURENARD;AVIGN;CTAUR;225;1198;1281;1281;1348;0,663;4,410;97,883;15,375;10858;
AVIGNL61MOTT5;LIT 225kV N0 1 AVIGNON (POSTE)-MOTTE (LA) (VILLENEUVE-LES-AVIG;AVIGN;MOTT5;225;1233;1320;1320;1389;0,355;2,363;54,376;8,541;5860;
AVOINL61AVOI5;LIT 225kV N0 1 AVOINE-AVOINE (POSTE 400 KV);AVOIN;AVOI5;225;1950;2025;2025;2100;0,042;0,275;295,206;46,371;1660;
AVOINL61DISTR;LIT 225kV N0 1 AVOINE-DISTRE;AVOIN;DISTR;225;915;915;1075;1075;1,294;8,775;505,343;79,379;23105;
AVOINL61QUINT;LIT 225kV N0 1 AVOINE-QUINTES (LES);AVOIN;QUINT;225;1100;1186;1186;1275;4,462;30,705;722,018;113,414;78477;
BACALL61BRUGE;LIT 225kV N0 1 BACALAN-BRUGES;BACAL;BRUGE;225;655;655;760;760;0,593;3,970;104,383;16,397;9894;
BACALL61MQIS;LIT 225kV N0 1 BACALAN-MARQUIS (LE);BACAL;1MQIS;225;898;920;1030;1030;1,120;7,583;243,705;38,281;19408;
BALARL61FLORE;LIT 225kV N0 1 BALARUC - FLORENSAC;BALAR;FLORE;225;1161;1241;1241;1306;1,562;10,270;234,322;36,807;25565;
BALARL61MTPEL;LIT 225kV N0 1 BALARUC - MONTPELLIER;BALAR;MTPEL;225;1233;1320;1320;1389;1,217;8,115;186,268;29,259;20281;
BALMAL61VERFE;LIT 225kV N0 1 BALMA (POSTE)-VERFEIL;BALMA;VERFE;225;1080;1185;1185;1289;0,945;6,329;144,274;22,663;15743;
BARBUL61CRENE;LIT 225kV N0 1 BARBUISE - CRENEY;BARBU;CRENE;225;684;781;781;869;5,296;24,684;521,343;81,892;59458;
BARBUL61FOSSE;LIT 225kV N0 1 BARBUISE - FOSSES (LES);BARBU;FOSSE;225;684;781;781;869;4,727;22,104;473,947;74,447;53523;
BARJAL61CROI6;LIT 225kV N0 1 BARJAC-CROISIERE;BARJA;CROI6;225;660;694;694;756;4,819;15,387;377,728;59,333;38201;
BASTIL61LANNE;LIT 225kV N0 1 BASTILLAC-LANNEMEZAN;BASTI;LANNE;225;855;940;940;1025;3,166;20,675;471,514;74,065;51558;
BATZEL61MARL6;LIT 225kV N0 1 BATZENDORF-MARLENHEIM;BATZE;MARL6;225;1100;1187;1187;1302;1,804;11,989;277,055;43,520;29578;
BAYETL61MTVIC;LIT 225kV N0 1 BAYET - MONTVICQ;BAYET;MTVIC;225;814;855;983;1000;2,110;14,640;389,314;59,000;37092;
BAYETL61SEMIN;LIT 225kV N0 1 BAYET-SEMINAIRE;BAYET;SEMIN;225;358;692;692;883;2,474;16,472;379,279;59,577;41254;
BAYETL61VOLVI;LIT 225kV N0 1 BAYET-VOLVIC;BAYET;VOLVI;225;814;983;983;1099;2,680;18,730;420,821;66,000;46358;
BXLIEL61FARRA;LIT 225kV N0 1 BEAULIEU-FARRADIERE (LA);BXLIE;FARRA;225;632;890;890;1039;1,799;12,415;291,504;45,789;31532;
BXLIEL61GRANZ;LIT 225kV N0 1 BEAULIEU-GRANZAY;BXLIE;GRANZ;225;1249;1337;1337;1434;3,287;21,903;504,481;79,244;54903;
BXLIEL61SIRMI;LIT 225kV N0 1 BEAULIEU-SIRMIERE;BXLIE;SIRMI;225;1249;1337;1337;1432;4,007;27,335;639,524;100,456;69365;
B.MONL61VALE8;LIT 225kV N0 1 BEAUMONT-MONTEUX-VALENCE;B.MON;VALE8;225;695;782;782;855;1,170;5,760;80,242;23,000;14022;
BXRE6L61CHAIN;LIT 225kV N0 1 BEAUREGARD (SAINT-LAURENT-NOUAN)-CHAINGY;BXRE6;CHAIN;225;483;675;675;786;1,785;8,515;176,592;27,739;20498;
BXTO5L61H.VIE;LIT 225kV N0 1 BEAUTOR (POSTE) - HERIE-LA-VIEVILLE;BXTO5;H.VIE;225;507;709;709;822;2,796;12,610;278,148;43,691;33458;
BXTO5L61LATEN;LIT 225kV N0 1 BEAUTOR (POSTE)-LATENA;BXTO5;LATEN;225;1172;1285;1285;1388;1,750;12,011;282,326;44,348;30447;
BXTO5L61L.CHA;LIT 225kV N0 1 BEAUTOR (POSTE)-LONG-CHAMP (LE);BXTO5;L.CHA;225;731;835;835;930;4,258;20,966;463,941;72,876;51911;
BXTO5L61SETIE;LIT 225kV N0 1 BEAUTOR (POSTE)-SETIER;BXTO5;SETIE;225;899;984;984;1061;1,916;8,609;190,318;29,895;21161;
B.MAIL61E.BOT;LIT 225kV N0 1 BELLE-DE-MAI-ENCO-DE-BOTTE;B.MAI;E.BOT;225;610;610;705;705;0,266;1,759;1888,299;296,613;10280;
B.EPIL61DOMLO;LIT 225kV N0 1 BELLE-EPINE - DOMLOUP;B.EPI;DOMLO;225;934;934;1154;1154;1,018;6,863;480,841;75,530;18083;
B.EPIL61RAN.P;LIT 225kV N0 1 BELLE-EPINE-RANCE-POSTE;B.EPI;RAN.P;225;795;864;864;931;6,323;28,584;630,790;99,084;70250;
BERG9L61CANTE;LIT 225kV N0 1 BERGE - CANTEGRIT;BERG9;CANTE;225;915;985;985;1060;1,220;7,945;184,077;28,915;19966;
BERG9L61MARSI;LIT 225kV N0 1 BERGE - MARSILLON;BERG9;MARSI;225;915;985;985;1060;3,479;22,666;525,045;82,474;57047;
BERGHL61MARL6;LIT 225kV N0 1 BERGHOLZ-MARLENHEIM;BERGH;MARL6;225;2200;2281;2281;2281;0,767;11,003;548,769;86,200;41359;
BEZAUL61C.MET;LIT 225kV N0 1 BEZAUMONT-CROIX-DE-METZ;BEZAU;C.MET;225;1172;1285;1285;1388;1,571;10,705;250,849;39,403;27115;
BEZAUL61CUSTI;LIT 225kV N0 1 BEZAUMONT-CUSTINE;BEZAU;CUSTI;225;1172;1285;1285;1388;0,761;5,070;116,626;18,320;12619;
BEZAUL61VANDI;LIT 225kV N0 1 BEZAUMONT-VANDIERES;BEZAU;VANDI;225;1172;1285;1285;1388;0,819;5,445;125,596;19,728;13646;
BEZ.EL61SSVIN;LIT 225KV N0 1 BEZIERS-EST - ST-VINCENT;BEZ.E;SSVIN;225;;;;;0,259;0,761;729,029;114,516;4443;
BEZONL61PTCHA;LIT 225kV N0 1 BEZON-PONTCHATEAU;BEZON;PTCHA;225;846;928;928;1005;6,782;35,208;791,752;124,368;86496;
BEZONL61P.ROU;LIT 225kV N0 1 BEZON-POTEAU ROUGE;BEZON;P.ROU;225;983;1022;1022;1059;6,829;35,619;800,523;125,746;88449;
BIANCL61FREJU;LIT 225kV N0 1 BIANCON - FREJUS;BIANC;FREJU;225;1100;1100;1600;1600;0,402;4,098;7161,972;1125,000;24588;
BIANCL61MOUGI;LIT 225kV N0 1 BIANCON-MOUGINS;BIANC;MOUGI;225;1000;1000;1160;1185;0,987;5,296;2065,384;324,430;18456;
BIANCL61P.GR5;LIT 225kV N0 1 BIANCON-PLAN-DE-GRASSE;BIANC;P.GR5;225;1062;1160;1160;1238;0,705;5,149;1680,571;263,983;17853;
BISSYL61G.ILE;LIT 225kV N0 1 BISSY-GRANDE-ILE;BISSY;G.ILE;225;566;672;672;764;1,630;7,680;339,624;53,348;18962;
BLOCAL61LIMEU;LIT 225kV N0 1 BLOCAUX - LIMEUX (400 kV);BLOCA;LIMEU;225;967;967;1218;1218;0,720;5,423;6012,937;944,510;29137;
BOISSL61CUS.P;LIT 225kV N0 1 BOISSE (LA) - CUSSET-POSTE;BOISS;CUS.P;225;857;857;1024;1024;0,660;4,980;231,834;37,000;12613;
BOISSL61GEN.P;LIT 225kV N0 1 BOISSE (LA) - GENISSIAT-POSTE;BOISS;GEN.P;225;695;725;782;855;6,206;27,410;664,814;104,429;68301;
BOISSL61SSV.E;LIT 225kV N0 1 BOISSE (LA) - ST-VULBAS-EST;BOISS;SSV.E;225;900;1015;1015;1112;1,263;8,463;193,120;30,335;21057;
BOLL5L61C.RHO;LIT 225kV N0 1 BOLLENE-CHATEAUNEUF-DU-RHONE;BOLL5;C.RHO;225;816;889;889;947;1,996;10,196;321,471;50,496;24939;
BOLL5L61TERRA;LIT 225kV N0 1 BOLLENE-TERRADOU;BOLL5;TERRA;225;816;889;889;947;3,767;17,664;391,633;61,518;43937;
BOLL5L61TRI.P;LIT 225kV N0 1 BOLLENE-TRICASTIN-POSTE (LE);BOLL5;TRI.P;225;1062;1160;1160;1238;0,325;2,172;49,607;7,792;5560;
BONN6L61ORANG;LIT 225kV N0 1 BONNEAU-ORANGERIE (L);BONN6;ORANG;225;1012;1150;1150;1247;2,124;14,107;326,062;51,218;35413;
BONN6L61VALDI;LIT 225kV N0 1 BONNEAU-VALDIVIENNE;BONN6;VALDI;225;1180;1310;1310;1390;1,656;10,454;269,701;42,365;27611;
BONNIL61MEZE5;LIT 225kV N0 1 BONNIERES - MEZEROLLES;BONNI;MEZE5;225;1172;1285;1285;1388;1,702;11,349;260,899;40,982;28492;
BOUDEL61C.RHO;LIT 225kV N0 1 BOUDEYRE-CHATEAUNEUF-DU-RHONE;BOUDE;C.RHO;225;862;928;928;987;2,433;11,463;254,689;40,006;28383;
BOUDEL61MTPEZ;LIT 225kV N0 1 BOUDEYRE-MONTPEZAT;BOUDE;MTPEZ;225;862;928;928;987;1,724;7,671;170,081;26,716;19100;
BOULEL61PUTEA;LIT 225kV N0 1 BOULE (LA) - PUTEAUX;BOULE;PUTEA;225;490;490;730;730;0,091;0,613;909,857;142,920;3507;
BZGUIL61ETUPE;LIT 225kV N0 1 BOURGUIGNON - ETUPES;BZGUI;ETUPE;225;791;853;853;934;1,431;5,598;123,897;19,462;13832;
BZGUIL61MAMBE;LIT 225kV N0 1 BOURGUIGNON - MAMBELIN;BZGUI;MAMBE;225;791;853;853;934;1,143;4,789;107,252;16,847;11881;
BOUTRL61TRANS;LIT 225kV N0 1 BOUTRE - TRANS;BOUTR;TRANS;225;1250;1250;1600;1600;1,020;10,400;15603,551;2451,000;64661;
BOUTRL61COUDO;LIT 225kV N0 1 BOUTRE-COUDON (LE);BOUTR;COUDO;225;2200;2300;2300;2400;1,641;17,352;837,968;131,628;63400;
BOUTRL61SSTUL;LIT 225kV N0 1 BOUTRE-SAINTE-TULLE 1;BOUTR;SSTUL;225;1144;1249;1249;1333;0,705;5,573;118,414;18,600;13295;
B.CO6L61SORRU;LIT 225kV N0 1 BRAILLY-CORNEHOTTE - SORRUS;B.CO6;SORRU;225;865;865;865;865;2,769;12,603;278,064;43,678;30947;
BRENNL61MARTY;LIT 225kV N0 1 BRENNILIS-MARTYRE (LA);BRENN;MARTY;225;1250;1312;1312;1375;1,762;12,128;284,449;44,681;31072;
BRENNL61P.CHR;LIT 225kV N0 1 BRENNILIS-PLEYBER-CHRIST;BRENN;P.CHR;225;1300;1350;1350;1400;1,297;8,601;199,244;31,297;21445;
BREN5L61PELIS;LIT 225kV N0 1 BRENS - PELISSIER;BREN5;PELIS;225;831;984;984;1099;0,979;6,546;151,199;23,750;16576;
BREN5L61VERFE;LIT 225kV N0 1 BRENS - VERFEIL;BREN5;VERFE;225;831;984;984;1099;2,350;15,638;360,313;56,598;39187;
BREUIL61ZSSG7;LIT 225kV N0 1 BREUIL (LE) - PIQUAGE A SAINT GERONS;BREUI;ZSSG7;225;629;756;756;844;3,063;13,853;304,349;47,807;34393;
BREUIL61MOLE;LIT 225kV N0 1 BREUIL (LE)-MOLE (LA);BREUI;1MOLE;225;622;748;748;834;1,791;8,345;173,528;27,258;19922;
BREUIL61P.CHA;LIT 225kV N0 1 BREUIL (LE)-PEYRAT-LE-CHATEAU;BREUI;P.CHA;225;629;756;756;844;6,396;28,640;634,473;99,663;71580;
B.CARL61LINGO;LIT 225kV N0 1 BROC-CARROS (LE) - LINGOSTIERE;B.CAR;LINGO;225;1062;1160;1160;1238;0,690;4,616;105,429;16,561;11971;
B.CARL61T.VIC;LIT 225kV N0 1 BROC-CARROS (LE) - TRINITE-VICTOR;B.CAR;T.VIC;225;1062;1160;1160;1238;0,812;5,476;128,204;20,263;13853;
BRODEL61ZDUV5;LIT 225kV N0 1 BRODE - PIQUAGE A DUVIGNEAU;BRODE;ZDUV5;225;1308;1408;1408;1478;0,023;0,155;3,532;0,555;368;
BRUGEL61PESSA;LIT 225kV N0 1 BRUGES-PESSAC;BRUGE;PESSA;225;655;655;760;760;0,828;5,538;135,568;21,295;13884;
BUIREL61P.SAM;LIT 225kV N0 1 BUIRE-PONT-SUR-SAMBRE;BUIRE;P.SAM;225;1250;1250;1250;1250;2,641;17,720;402,398;63,208;44040;
B.CHAL61ROMAI;LIT 225kV N0 1 BUTTES-CHAUMONT-ROMAINVILLE;B.CHA;ROMAI;225;440;440;550;550;0,170;0,660;1828,054;287,000;6198;
CAEN L61RANVI;LIT 225kV N0 1 CAEN - RANVILLE;CAEN;RANVI;225;1308;1408;1408;1478;0,450;3,021;67,955;10,674;7494;
CALA5L61P.ROU;LIT 225kV N0 1 CALAN - POTEAU-ROUGE;CALA5;P.ROU;225;1110;1110;1403;1403;0,104;1,067;1620,028;254,473;6800;
CANTEL61MARSI;LIT 225kV N0 1 CANTEGRIT-MARSILLON;CANTE;MARSI;225;997;1096;1096;1155;4,678;30,486;706,690;111,007;77402;
CANTEL61MOUGU;LIT 225kV N0 1 CANTEGRIT-MOUGUERRE;CANTE;MOUGU;225;1884;1890;1890;1890;4,563;33,778;749,573;117,743;83100;
CANTEL61NAOUT;LIT 225kV N0 1 CANTEGRIT-NAOUTOT;CANTE;NAOUT;225;935;1000;1000;1080;2,296;15,425;346,771;54,471;38208;
CAPELL61H.VIE;LIT 225kV N0 1 CAPELLE (LA) - HERIE-LA-VIEVILLE;CAPEL;H.VIE;225;579;709;709;822;2,985;14,747;328,979;51,676;33829;
CAPELL61P.SAM;LIT 225kV N0 1 CAPELLE (LA)-PONT-SUR-SAMBRE;CAPEL;P.SAM;225;1273;1346;1346;1453;1,827;12,238;278,731;43,783;30470;
CARRIL61P.GAS;LIT 225kV N0 1 CARRIERES - PLESSIS-GASSOT;CARRI;P.GAS;225;510;767;767;976;1,622;10,781;243,979;38,324;26831;
CARRIL61VALES;LIT 225KV N0 1 CARRIERES - VALESCOURT;CARRI;VALES;225;;;;;2,065;13,764;315,970;49,632;34429;
CARRIL61MORU;LIT 225kV N0 1 CARRIERES-MORU;CARRI;1MORU;225;1172;1285;1285;1388;1,700;11,310;263,745;40,710;28277;
CARRIL61TERRI;LIT 225kV N0 1 CARRIERES-TERRIER;CARRI;TERRI;225;2046;2300;2300;2400;0,469;4,417;202,596;31,824;15649;
CSLL8L61SAUMA;LIT 225kV N0 1 CASTELLE (LA) - SAUMADE;CSLL8;SAUMA;225;745;775;932;940;0,490;3,271;487,114;76,516;9379;
CSLL8L61TAMAR;LIT 225kV N0 1 CASTELLE (LA) - TAMAREAU;CSLL8;TAMAR;225;745;870;932;1010;1,455;9,013;232,525;36,525;27295;
CSLLEL61E.BOT;LIT 225kV N0 1 CASTELLET (LE) - ENCO-DE-BOTTE;CSLLE;E.BOT;225;1062;1160;1160;1238;1,344;8,918;206,602;32,453;22408;
CSLLEL61ESCAI;LIT 225kV N0 1 CASTELLET (LE) - ESCAILLON (L );CSLLE;ESCAI;225;1062;1160;1160;1238;1,199;7,950;184,179;28,931;19976;
CAZARL61JALIS;LIT 225kV N0 1 CAZARIL-JALIS;CAZAR;JALIS;225;828;908;908;986;6,635;33,492;753,608;118,377;83146;
CAZARL61LANNE;LIT 225kV N0 1 CAZARIL-LANNEMEZAN;CAZAR;LANNE;225;828;908;908;986;1,054;5,037;105,481;16,569;12123;
CERGYL61P.GAS;LIT 225kV N0 1 CERGY - PLESSIS-GASSOT;CERGY;P.GAS;225;520;782;782;998;1,982;17,165;397,818;62,489;43020;
CERGYL61PORCH;LIT 225kV N0 1 CERGY-PORCHEVILLE;CERGY;PORCH;225;926;1060;1060;1181;1,632;10,700;246,587;38,734;27066;
CERGYL61PUISE;LIT 225kV N0 1 CERGY-PUISEUX;CERGY;PUISE;225;1172;1285;1285;1388;0,280;1,865;42,995;6,754;4670;
CERNAL61VESLE;LIT 225kV N0 1 CERNAY-VESLE;CERNA;VESLE;225;1172;1285;1285;1388;1,051;7,006;161,138;25,311;17550;
CESTAL61MASQU;LIT 225kV N0 1 CESTAS - MASQUET;CESTA;MASQU;225;932;1049;1049;1126;1,049;6,969;201,756;31,692;17600;
CESTAL61PESSA;LIT 225kV N0 1 CESTAS - PESSAC;CESTA;PESSA;225;932;1049;1049;1126;0,842;5,602;176,514;27,727;14472;
CHABOL61CHEV5;LIT 225kV N0 1 CHABOSSIERE (LA)-CHEVIRE;CHABO;CHEV5;225;1249;1337;1337;1432;0,422;2,860;67,157;10,549;7334;
CHABOL61COR.P;LIT 225kV N0 1 CHABOSSIERE (LA)-CORDEMAIS-POSTE;CHABO;COR.P;225;1249;1337;1337;1432;1,114;7,536;177,749;27,921;19522;
CHAINL61DAMBR;LIT 225kV N0 1 CHAINGY-DAMBRON;CHAIN;DAMBR;225;888;983;983;1042;1,572;10,561;237,417;37,293;26338;
CHALOL61CPVAN;LIT 225kV N0 1 CHALON-CHAMPVANS;CHALO;CPVAN;225;641;742;742;836;5,585;25,536;548,760;86,199;61860;
CHALOL61GROSN;LIT 225kV N0 1 CHALON-GROSNE;CHALO;GROSN;225;1400;1500;1500;1550;0,752;7,047;327,043;51,372;25080;
CPNIEL61EYBEN;LIT 225kV N0 1 CHAMPAGNIER-EYBENS;CPNIE;EYBEN;225;1093;1178;1178;1253;0,519;3,384;78,195;12,283;8400;
CPNIEL61GRISO;LIT 225kV N0 1 CHAMPAGNIER-GRISOLLES;CPNIE;GRISO;225;734;856;856;964;5,011;32,529;832,447;130,760;82181;
CPNIEL61MOIRA;LIT 225kV N0 1 CHAMPAGNIER-MOIRANS;CPNIE;MOIRA;225;1123;1211;1211;1290;1,075;11,551;405,294;63,663;35406;
CPNIEL61PARIS;LIT 225kV N0 1 CHAMPAGNIER-PARISET;CPNIE;PARIS;225;570;659;659;739;1,130;3,950;94,024;14,000;9410;
CPNIEL61S.PON;LIT 225kV N0 1 CHAMPAGNIER-SERRE-PONCON;CPNIE;S.PON;225;734;856;856;964;5,920;39,820;982,981;150,000;98635;
CPNOLL61FRASN;LIT 225kV N0 1 CHAMPAGNOLE - FRASNE;CPNOL;FRASN;225;801;930;930;1053;1,637;9,735;230,251;36,168;24838;
CPNOLL61SAONE;LIT 225kV N0 1 CHAMPAGNOLE - SAONE;CPNOL;SAONE;225;455;555;555;632;7,144;24,248;484,608;76,122;56775;
CPNOLL61GEN.P;LIT 225kV N0 1 CHAMPAGNOLE-GENISSIAT-POSTE;CPNOL;GEN.P;225;264;437;437;545;11,011;36,498;725,184;113,912;85139;
C.REGL61VIELM;LIT 225kV N0 1 CHAMPS-REGNAUD-VIELMOULIN;C.REG;VIELM;225;843;909;909;996;2,649;12,359;273,779;43,005;30500;
CPVANL61PYMON;LIT 225kV N0 1 CHAMPVANS-PYMONT;CPVAN;PYMON;225;751;923;923;1056;2,767;19,099;448,426;70,439;48515;
C.GOML61E.BOT;LIT 225kV N0 1 CHATEAU-GOMBERT - ENCO-DE-BOTTE;C.GOM;E.BOT;225;438;438;438;438;0,337;1,122;1092,959;171,682;6355;
C.RHOL61TRI.P;LIT 225kV N0 1 CHATEAUNEUF-DU-RHONE - TRICASTIN-POSTE (LE);C.RHO;TRI.P;225;862;928;928;987;1,723;8,881;196,801;30,913;21904;
C.RHOL61L.NEU;LIT 225kV N0 1 CHATEAUNEUF-DU-RHONE-LOGIS-NEUF;C.RHO;L.NEU;225;862;928;928;987;2,693;12,205;266,346;41,838;30000;
CXSSEL61RECY;LIT 225kV N0 1 CHAUSSEE (LA)-RECY;CXSSE;1RECY;225;1172;1268;1268;1355;1,598;10,643;236,404;37,134;26238;
CXSSEL61REVIG;LIT 225kV N0 1 CHAUSSEE (LA)-REVIGNY;CXSSE;REVIG;225;1140;1248;1248;1347;2,335;15,545;342,603;53,816;38162;
CHAV6L61GEN.P;LIT 225kV N0 1 CHAVANOD-GENISSIAT-POSTE;CHAV6;GEN.P;225;617;659;685;742;4,690;16,110;379,272;56,000;39113;
CHESNL61CZTRY;LIT 225kV N0 1 CHESNOY (LE)-COURTRY;CHESN;CZTRY;225;899;984;984;1061;1,747;8,063;179,581;28,208;19948;
CHESNL61NEMOU;LIT 225kV N0 1 CHESNOY (LE)-NEMOURS;CHESN;NEMOU;225;520;782;782;998;2,114;14,347;337,116;52,954;36369;
CHESNL61ROUSS;LIT 225kV N0 1 CHESNOY (LE)-ROUSSON;CHESN;ROUSS;225;786;867;867;948;4,082;18,523;569,010;89,380;45817;
CHEVIL61V.GEO;LIT 225KV N0 1 CHEVILLY - VILLENEUVE-ST-;CHEVI;V.GEO;225;750;750;830;830;0,630;3,118;94,156;14,790;7503;
CHEVIL61CORIO;LIT 225kV N0 1 CHEVILLY-CORIOLIS;CHEVI;CORIO;225;425;425;540;540;0,556;1,326;2313,906;363,467;10695;
CHEV5L61MERLA;LIT 225kV N0 1 CHEVIRE-MERLATIERE;CHEV5;MERLA;225;1249;1337;1337;1432;2,997;20,647;483,815;75,998;52396;
