,Code,Nom,S3REnR,Taux d'affection des capacités réservées,X,Y,Puissance des projets en service du S3REnR en cours,Puissance des projets en développement du S3REnR en cours,Capacité d'accueil réservée au titre du S3REnR qui resteàaffecter,Puissance EnR déjé raccordée,Puissance des projets EnR en développement,Capacité réservée aux EnR au titre du S3REnR,Attention: la valeur de la capacité réservée a été modifiée sur ce poste,Quote-Part unitaire actualisée,Attention : Le S3REnR de la région est saturé,dont la convention de raccordement est signée,"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de transport ","Travaux RTE indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",RTE - Capacité d'accueil en HTB2,RTE - Capacité d'accueil en HTB1,"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source",Puissance cumulée des transformateurs existants,Nombre de transformateurs supplémentaires possible,Nombre de transformateurs existants,Consommation minimale,Tension aval,Tension amont,"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",Puissance en file d'attente,Puissance en file d'attente hors S3REnR majorée de la capacité réservée du S3REnR,Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution,"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source.1",Puissance cumulée des transformateurs existants.1,Nombre de transformateurs supplémentaires possible.1,Nombre de transformateurs existants.1,Consommation minimale.1,Tension aval.1,Tension amont.1,"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible.1",Puissance en file d'attente.1,Puissance en file d'attente hors S3REnR majorée de la capacité réservée du S3REnR.1,Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution.1,"Travaux indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible","Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de distribution en HTB",GRDHTB - Capacité d'accueil en HTB2,GRDHTB - Capacité d'accueil en HTB1,ratio_congestion_soutirage,RAM_soutirage,projet_injection,ratio_congestion_injection,RAM_injection,min_RAM
2315,RETHE,RETHEL,GRAND-EST,78%,797383.44,6935745.0,4.5,5.4,0.9,54.3,5.7,10.8,28/12/2023 : +5.5 MW.. 18/11/2024 : +4.32 MW,81.82 k€/MW,Non,0.0,0.0,.,0.0, <= 0.0MW,1.1,108.0,,3.0,7.5,21.0,63.0,,5.7,11.3,98.1,,,,,,,,,,,,,,,,34,71.27999999999999,71.3,72,27.468,27.468
2316,REVEL,REVEL,OCCITANIE,35%,618684.2,6263613.5,1.0,98.4,14.6,12.1,105.2,114.0,12/23: -16MW vers RISCLE-10/24 : trf +86MW adaptation,81.6 k€/MW,-,0.0,0.0,Travaux zone Issel-Bagatelle issus de l'adaptation,0.0, <= 0.0MW,18.6,76.0,,3.0,7.8,21.0,63.0,Mutation de 2 transformateurs de 20 en 36 MVA,15.2,120.8,56.5,,,,,,,,,,,,,,,,51,37.24,238.1,100,0.0,0.0
2317,REVEN,REVENTIN,AUVERGNE-RHONE-ALPES,41%,842753.44,6489731.5,1.1,3.2,5.4,4.3,3.4,9.7,--,41.11 k€/MW,,0.0,8.9,Augmentation de la capacité de transit de la liaison 63kV GIVORS BAN - AMPUIS - REVENTIN,0.0, <= 0.0MW,5.4,40.0,,2.0,5.5,20.0,63.0,,3.4,9.9,37.8,,,,,,,,,,,,,,,,68,12.799999999999997,17.6,46,20.412,12.799999999999997
2319,REVIG,REVIGNY,GRAND-EST,78%,846569.94,6859436.0,10.4,142.1,0.0,3.6,142.4,142.3,28/12/2023 : -9.4 MW.. 18/11/2024 : +135.74 MW,81.82 k€/MW,Non,0.0,0.0,.,0.0, <= 0.0MW,0.0,50.0,,3.0,4.1,21.0,63.0,Mutation d'un transformateur de 20 en 36 MVA,2.4,16.2,48.1,,,,,,,,,,,,,,,,41,29.500000000000004,162.2,100,0.0,0.0
2320,REVIN,REVIN,GRAND-EST,78%,817972.75,6982480.0,0.0,0.0,2.6,0.6,0.5,2.6,18/11/2024 : +0.1 MW,81.82 k€/MW,Non,0.0,2.5,.,0.0, > 15.0MW,2.5,40.0,,2.0,2.8,16.0,63.0,,0.5,3.0,41.7,,,,,,,,,,,,,,,,35,26.0,4.1,9,37.947,26.0
2321,RHINA,RHINAU,GRAND-EST,78%,1046630.06,6808383.5,1.1,4.5,0.2,178.9,7.8,5.8,28/12/2023 : +1.9 MW.. 18/11/2024 : +1.4 MW,81.82 k€/MW,Non,0.0,0.0,.,0.0, > 15.0MW,0.3,40.0,,2.0,3.7,21.0,63.0,,7.8,9.2,24.0,,,,,,,,,,,,,,,,46,21.6,195.9,100,0.0,0.0
2322,RIAIL,RIAILLE,PAYS-DE-LA-LOIRE,24%,377747.1,6720692.5,0.5,21.0,2.5,9.4,52.7,24.0,2024-09-09 : +2 MW depuis FREIGNE | 2024-09-09 : +1 MW depuis NORT-SUR-ERDRE,45.09 k€/MW,,0.0,0.0,Renforcement liaison 90 kV LAVAL-ZASTILLE. Renforcement liaison 90 kV CRAON-ZASTILLE. LS 90 kV DERVAL-ISSE. Création poste NORD-LOIRE-ATLANTIQUE 225/90/20 kV. Renforcement liaison 90 kV PLESSIS-MACE - SEGRE,, de 0.0MW é 15.0MW,0.0,72.0,,2.0,4.7,21.0,90.0,Ajout d'un transformateur de 36 MVA,52.7,55.7,14.6,,,,,,,,,,,,,,,,32,48.959999999999994,117.80000000000001,100,0.0,0.0
2323,RIBEA,RIBEAUVILLE,GRAND-EST,78%,1024517.7,6796679.0,0.4,2.4,0.2,4.2,2.4,3.0,28/12/2023 : -2.8 MW.. 18/11/2024 : -11.22 MW,81.82 k€/MW,Non,0.0,13.6,.,0.0, > 15.0MW,14.3,40.0,,2.0,4.0,21.0,63.0,,2.4,17.0,37.5,,,,,,,,,,,,,,,,50,20.0,23.6,62,14.25,14.25
2324,RIBEM,RIBEMONT,HAUTS-DE-FRANCE,54%,732780.75,6964568.0,0.1,0.5,2.6,2.7,0.5,3.2,!,75.29 k€/MW,0.0,0.0,0.0,Création d'un TR de 36 MVA,, <= 0.0MW,2.6,108.0,,3.0,3.6,20.0,63.0, ,0.5,3.2,108.4,,,,,,,,,,,,,,,,16,90.72,6.4,5,102.98,90.72
2325,RICH5,RICHEBOURG,ILE DE FRANCE,70%,598494.5,6857699.5,0.3,0.1,1.1,0.6,0.1,1.5,,1.83 k€/MW,,0.0,1.5,,0.0, <= 0.0MW,1.1,80.0,,2.0,1.7,21.0,227.0,,0.1,1.5,81.0,,,,,,,,,,,,,,,,10,72.0,2.2,2,79.38,72.0
2326,RICHA,RICHARDET,ILE DE FRANCE,70%,669315.0,6859304.5,0.2,0.0,1.1,0.7,0.0,1.3,,1.83 k€/MW,,0.0,1.3,,0.0, <= 0.0MW,1.1,210.0,,3.0,20.5,21.0,227.0,,0.0,1.3,229.6,,,,,,,,,,,,,,,,48,109.2,2.0,0,229.6,109.2
2328,RIETV,RIETVELD,HAUTS-DE-FRANCE,54%,667750.56,7081826.0,0.5,5.2,0.0,8.2,6.2,4.4,!,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,0.6,56.0,,2.0,4.8,21.0,89.0,,7.4,8.6,45.2,,,,,,,,,,,,,,,,42,32.480000000000004,23.0,50,22.6,22.6
2329,RIEZ ,RIEZ,HAUTS-DE-FRANCE,54%,715321.8,7005362.0,44.0,27.800001,0.0,96.1,86.5,3.0,!,75.29 k€/MW,0.0,0.0,0.0,,, <= 0.0MW,0.4,72.0,,2.0,8.1,21.0,63.0,,2.8,3.2,74.6,,,,,,,,,,,,,,,,56,31.679999999999996,185.79999999999998,100,0.0,0.0
2330,RIGNA,RIGNAC,OCCITANIE,35%,597183.3,6411330.5,0.1,20.9,13.0,7.1,21.5,34.0,-,81.6 k€/MW,,0.0,22.5,-,0.0, <= 0.0MW,0.0,20.0,,1.0,3.4,21.0,63.0,Ajout d'un transformateur de 36 MVA,21.5,34.6,0.0,,,,,,,,,,,,,,,,85,3.0000000000000004,63.2,100,0.0,0.0
2331,RILLI,RILLIEUX,AUVERGNE-RHONE-ALPES,41%,846429.56,6525328.5,0.1,1.5,5.6,1.8,1.5,7.2,--,41.11 k€/MW,,0.0,7.0,Sans Objet,0.0, > 15.0MW,5.6,72.0,,2.0,7.6,21.0,63.0,,1.5,7.2,76.4,,,,,,,,,,,,,,,,52,34.56,10.5,13,66.468,34.56
2332,RIOM ,RIOM,AUVERGNE-RHONE-ALPES,41%,709510.9,6531602.0,2.2,48.2,1.7,9.6,48.7,52.1,Trsf de +41 MW le 30/09/24,41.11 k€/MW,,0.0,1.7,Sans Objet,0.0, > 15.0MW,0.7,108.0,,3.0,9.8,20.0,63.0,,8.7,11.5,101.3,,,,,,,,,,,,,,,,45,59.400000000000006,69.80000000000001,68,32.416,32.416
2333,RIORG,RIORGES,AUVERGNE-RHONE-ALPES,41%,781644.5,6551427.5,1.1,5.2,8.8,6.3,5.2,15.1,Transfert de -2MW le 05/05/23,41.11 k€/MW,,0.0,12.6,Sans Objet,0.0, > 15.0MW,8.8,96.0,,4.0,8.4,15.0,63.0,,7.6,17.5,90.5,,,,,,,,,,,,,,,,43,54.720000000000006,29.0,32,61.53999999999999,54.720000000000006
2334,RIOU ,RIOU,CENTRE,91%,600860.56,6711087.0,0.4,9.6,0.0,0.4,31.5,10.0,2024-04-22 : +1 MW depuis SELLES-SUR-CHER | 2024-06-01 : +1 MW depuis VERDIN | 2024-07-01 : +6 MW depuis BEAUGENCY,62.75 k€/MW,,0.0,0.7,,, > 15.0MW,0.0,20.0,,1.0,2.6,21.0,90.0,,31.5,32.0,21.0,,,,,,,,,,,,,,,,65,7.0,63.9,100,0.0,0.0
2336,RISCL,RISCLE,OCCITANIE,35%,452231.6,6289113.5,2.0,16.3,6.2,10.2,17.5,24.5,4/2024: -3MW vers MIDOUR- 8/24: -2MW vers MIDOUR-11/24:-3.5MW vers BARBOTAN,81.6 k€/MW,,0.0,0.0,Travaux de réhabilitation de la ligne 63 kV GIMONT-ISLE-JOURDAIN (Etat initial),0.0, <= 0.0MW,0.0,30.0,,2.0,3.0,20.0,63.0,Mutation d'un transformateur de 20 en 36 MVA,17.5,25.7,5.3,,,,,,,,,,,,,,,,50,15.0,53.4,100,0.0,0.0
2337,RISSO,RISSO,PROVENCE-ALPES-COTE-D'AZUR,17%,1045329.44,6299250.5,0.5,0.0,32.5,0.7,0.0,33.0,_,76.07 k€/MW,,0.0,32.8,,0.0,,32.5,210.0,,3.0,21.2,21.0,227.0,,0.0,33.0,230.5,,,,,,,,,,,,,,,,50,105.0,33.7,14,198.23,105.0
2338,RIVAR,LA RIVARDIERE,NOUVELLE-AQUITAINE,77%,497109.7,6618184.5,17.9,28.8,0.7,41.0,28.8,33.0,30/06/2022 : +14 MW depuis PINTERIE (LA) | 19/07/2023 : +10 MW depuis ROCHEREAU | 19/02/2024 : +0 MW depuis ROCHEREAU | 26/01/2024 : +4 MW depuis MIGNALOUX,89.94 k€/MW,,0.6,0.0,Création LS 90 kV ROM - LUSIGNAN,, <= 0.0MW,0.7,80.0,0.0,2.0,0.2,20 kV,90 kV,,,17.0,82.6,,,,,,,,,,,,,0.7,,,1,79.2,86.8,100,0.0,0.0
2339,RIVE5,RIVES,AUVERGNE-RHONE-ALPES,41%,894972.5,6476997.0,0.5,3.6,6.1,4.0,4.9,10.2,--,41.11 k€/MW,,0.0,8.3,Sans Objet,0.0, > 15.0MW,8.1,60.0,,3.0,6.8,21.0,63.0,,4.9,13.5,58.0,,,,,,,,,,,,,,,,56,26.4,22.4,38,35.96,26.4
2340,RIVEN,RIVENEUVE,OCCITANIE,35%,589338.25,6225551.0,3.4,44.6,16.0,20.8,46.4,64.0,10/24 : trf +34MW adaptation,81.6 k€/MW,-,0.0,0.0,Travaux de réhabilitation de la file 63 kV entre éRIVENEUVE et PORTET (Etat initial),0.0, <= 0.0MW,0.0,72.0,,2.0,10.0,21.0,63.0,,46.4,65.7,14.9,,,,,,,,,,,,,,,,69,22.320000000000004,132.9,100,0.0,0.0
2341,RIVI5,LE RIVIER,AUVERGNE-RHONE-ALPES,41%,938858.44,6460764.5,0.0,0.0,0.2,0.0,0.0,0.2,--,41.11 k€/MW,,0.0,0.2,Création d'un poste 400/63kV en Romanche et augmentation de la capacité de transit de la liaison 63kV EYBENS - PEAGE DE VIZILLE,0.0, <= 0.0MW,0.2,10.0,,1.0,0.0,21.0,63.0,,,0.2,0.0,,,,,,,,,,,,,,,,0,10.0,0.2,100,0.0,0.0
2343,RIVIE,RIVIERE (LA),AUVERGNE-RHONE-ALPES,41%,809907.4,6480285.0,0.6,0.7,33.1,2.5,0.7,34.4,--,41.11 k€/MW,,0.0,33.8,Sans Objet,0.0, > 15.0MW,33.0,346.0,,5.0,12.3,21.0,227.0,,0.7,34.4,355.1,,,,,,,,,,,,,,,,17,287.18,37.6,10,319.59000000000003,287.18
2345,ROANN,ROANNE,AUVERGNE-RHONE-ALPES,41%,784072.6,6548760.0,1.8,3.3,12.1,5.2,3.4,17.2,--,41.11 k€/MW,,0.0,16.3,Sans Objet,0.0, > 15.0MW,12.1,158.0,,5.0,9.9,15.0,63.0,,4.7,18.6,157.9,,,,,,,,,,,,,,,,31,109.02,27.200000000000003,17,131.057,109.02
2347,ROBI5,ROBINSON,ILE DE FRANCE,70%,644586.8,6852823.5,0.0,0.0,1.3,0.9,0.4,1.3,,1.83 k€/MW,,0.0,1.3,,0.0, <= 0.0MW,1.3,140.0,,2.0,15.8,21.0,227.0,,0.4,1.7,154.6,,,,,,,,,,,,,,,,56,61.599999999999994,3.0,1,153.054,61.599999999999994
2349,ROCH4,LE ROCHEREAU,NOUVELLE-AQUITAINE,77%,480642.3,6625792.0,15.7,28.8,2.9,59.5,29.599998,33.0,26/07/2024 : +8 MW depuis PAPAULT,89.94 k€/MW,,5.7,0.0,Création LS 90 kV ROM - LUSIGNAN,, <= 0.0MW,2.9,40.0,0.0,2.0,3.7,20 kV,90 kV,mutation de 2 transformateurs,,29.2,25.0,,,,,,,,,,,,,2.9,,,46,21.6,118.299998,100,0.0,0.0
2350,ROCH5,ROCHETAILLEE,AUVERGNE-RHONE-ALPES,41%,842553.25,6529200.5,1.0,0.1,7.6,3.4,0.1,8.7,--,41.11 k€/MW,,0.0,8.7,Sans Objet,0.0, > 15.0MW,7.6,92.0,,3.0,7.8,21.0,63.0,,0.1,8.7,96.4,,,,,,,,,,,,,,,,42,53.36000000000001,12.2,12,84.83200000000001,53.36000000000001
2351,ROCH7,LA ROCHEFOUCAULD,NOUVELLE-AQUITAINE,77%,497107.53,6517531.0,2.3,10.7,10.5,10.5,27.5,23.5,06/08/2024 : -2 MW vers SAILLANT | 15/10/2024 : -2 MW vers ROUILLAC,89.94 k€/MW,,0.0,0.0,Création LS 90 kV MONTBRON - LA ROCHEFOUCAULD,, <= 0.0MW,6.5,56.0,,2.0,5.0,21.0,89.0,Ajout d'un transformateur de 36 MVA,27.5,31.3,23.1,,,,,,,,,,,,,,,,44,31.360000000000003,69.3,100,0.0,0.0
2352,ROCH8,ROCHEFORT,NOUVELLE-AQUITAINE,77%,391062.4,6546687.0,0.4,0.8,0.8,3.3,0.9,2.0,12/06/2023 : -1 MW vers THOU (LE),89.94 k€/MW,,0.0,0.0,,, <= 0.0MW,1.8,102.0,,3.0,6.4,15.0,90.0,,6.9,8.0,98.1,,,,,,,,,,,,,,,,31,70.38,12.2,12,86.32799999999999,70.38
2353,RODE ,LA RODE,PROVENCE-ALPES-COTE-D'AZUR,17%,939440.25,6228384.5,0.2,0.0,4.8,0.3,0.0,5.0,_,76.07 k€/MW,,0.0,5.0,,, <= 0.0MW,4.8,72.0,,2.0,5.3,21.0,62.0,,0.0,5.0,71.2,,,,,,,,,,,,,,,,36,46.08,5.3,7,66.216,46.08
2354,RODEZ,RODEZ,OCCITANIE,35%,666034.56,6360562.0,1.7,10.0,11.3,19.9,10.1,23.0,-,81.6 k€/MW,,0.0,4.0,-,0.0, <= 0.0MW,11.3,92.0,,3.0,8.7,21.0,63.0,,10.1,23.1,70.7,,,,,,,,,,,,,,,,47,48.760000000000005,53.1,75,17.675,17.675
2358,ROISE,ROISEL,HAUTS-DE-FRANCE,54%,706388.4,6983133.5,0.0,0.0,1.5,0.7,0.0,1.5,!,75.29 k€/MW,0.0,0.0,0.0,Mutation d'un TR 10 MVA en 20 MVA/Mutation du Transformateur 311 en 36MVA Adaptation,, <= 0.0MW,1.5,56.0,,2.0,1.1,15.0,63.0,,0.0,1.5,56.4,,,,,,,,,,,,,,,,9,50.96,2.2,3,54.708,50.96
2359,ROJA ,ROJA,NOUVELLE-AQUITAINE,77%,485409.28,6371623.5,7.6,9.0,2.6,21.1,10.1,19.2,28/06/2024 : +2 MW depuis BRUCH | 04/07/2024 : +2 MW depuis BRUCH | 15/10/2024 : +2 MW depuis HAUTE LANDE,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.0,36.0,,1.0,4.3,16.0,62.0,,10.1,18.3,23.6,,,,,,,,,,,,,,,,59,14.760000000000002,49.5,100,0.0,0.0
2362,ROMA6,ROMAGNE,BRETAGNE,96%,382677.0,6815787.0,0.9,4.1,0.0,1.9,4.2,,,19.94 k€/MW,,0.0,0.0,,, > 15.0MW,1.0,72.0,,2.0,3.2,20.0,63.0,Création d'un poste source,5.5,7.4,67.8,,,,,,,,,,,,,,,,22,56.160000000000004,13.5,19,54.918,54.918
2363,ROMAI,ROMAINVILLE,ILE DE FRANCE,70%,658743.9,6866230.5,0.2,0.0,1.3,1.1,0.1,1.5,,1.83 k€/MW,,0.0,1.5,,0.0, > 15.0MW,1.3,300.0,,3.0,28.3,15.0,227.0,,0.1,1.6,327.0,,,,,,,,,,,,,,,,47,159.0,2.8000000000000003,0,327.0,159.0
2364,ROMEL,ROMELET,BOURGOGNE-FRANCHE-COMTé,61%,854141.6,6688719.0,0.4,3.8,0.0,0.9,4.1,2.0,Transfert(s) de capacité : -25 MW le 12/05/2023  et  Notifié le 06/12/2024 : -3 MW,72.71 k€/MW,,0.0,0.0,,0.0, <= 0.0MW,25.8,72.0,,2.0,8.5,21.0,63.0,,4.1,30.3,75.5,,,,,,,,,,,,,,,,59,29.520000000000003,35.3,46,40.77,29.520000000000003
2365,ROMEN,ROMENAY,BOURGOGNE-FRANCHE-COMTé,61%,857244.9,6602607.5,1.9,3.5,0.0,5.7,3.6,5.0,Transfert de capacité notifié le 19/07/2024 de -20 MW,72.71 k€/MW,,0.0,0.0,,0.0, <= 0.0MW,19.6,36.0,,1.0,4.4,21.0,63.0,,3.6,25.1,31.1,,,,,,,,,,,,,,,,61,14.040000000000001,34.400000000000006,100,0.0,0.0
2366,ROMIL,ROMILLY,GRAND-EST,78%,755090.9,6823174.5,19.6,2.3,12.8,6.0,2.3,34.7,28/12/2023 : +7.6 MW.. 18/11/2024 : +3.07 MW,81.82 k€/MW,Non,0.0,0.0,.,0.0, <= 0.0MW,9.9,108.0,,3.0,7.8,21.0,89.0,,2.3,31.8,107.4,,,,,,,,,,,,,,,,36,69.12,40.1,37,67.662,67.662
2367,ROMOR,ROMORANTIN,CENTRE,91%,606194.2,6693980.5,0.7,58.7,0.0,1.9,58.8,36.0,2024-02-22 : +1 MW depuis SELLES-SUR-CHER | 2024-04-22 : +1 MW depuis SELLES-SUR-CHER | 2024-07-01 : +16 MW depuis INDRE,62.75 k€/MW,,0.0,0.0,,, <= 0.0MW,0.0,72.0,,2.0,7.9,21.0,89.0,,58.8,59.7,19.2,,,,,,,,,,,,,,,,54,33.12,120.4,100,0.0,0.0
2368,RONCH,RONCHAMP,BOURGOGNE-FRANCHE-COMTé,61%,971982.9,6739059.0,0.1,7.1,3.3,0.5,7.1,10.5,Transfert de capacité notifié le 19/07/2024 de 8.5 MW  et  Notifié le 06/12/2024 : -8 MW,72.71 k€/MW,,0.0,0.0,,0.0, <= 0.0MW,2.7,40.0,,2.0,3.1,21.0,63.0,,7.1,10.0,34.7,,,,,,,,,,,,,,,,38,24.8,17.6,50,17.35,17.35
2369,ROPHE,ROPHEMEL,BRETAGNE,96%,325101.94,6814255.5,13.3,5.9,0.0,10.6,7.0,14.0,"Transfert de -3 MW le 05/11/2020, transfert -3 MW 15/05/22, transfert +2 MW 17/01/24",19.94 k€/MW,,0.0,0.0,,, > 15.0MW,0.3,40.0,,2.0,5.5,21.0,62.0,,8.3,21.9,26.6,,,,,,,,,,,,,,,,68,12.799999999999997,39.5,100,0.0,0.0
2372,ROSEN,ROSENAU,GRAND-EST,78%,1041872.2,6734821.0,0.4,3.1,0.0,3.0,3.1,2.5,18/11/2024 : -0.01 MW,81.82 k€/MW,Non,0.0,1.2,.,0.0, > 15.0MW,1.0,108.0,,3.0,6.2,21.0,63.0,,3.1,4.5,108.1,,,,,,,,,,,,,,,,28,77.75999999999999,10.6,9,98.371,77.75999999999999
2373,ROSER,LA ROSERAIE,PAYS-DE-LA-LOIRE,24%,432161.94,6710762.5,0.2,1.0,24.8,1.9,1.1,26.0,!,45.09 k€/MW,,0.0,26.0,,, > 15.0MW,24.7,72.0,,2.0,9.2,21.0,89.0,,2.0,27.0,77.2,,,,,,,,,,,,,,,,63,26.64,30.0,38,47.864000000000004,26.64
2376,ROSS5,ROSSIGNOL,ILE DE FRANCE,70%,678541.94,6881283.0,0.7,0.6,1.1,1.6,1.2,2.4,,1.83 k€/MW,,0.0,2.4,,0.0, > 15.0MW,1.1,72.0,,2.0,7.7,21.0,63.0,,1.2,3.0,76.9,,,,,,,,,,,,,,,,53,33.839999999999996,5.8,7,71.517,33.839999999999996
2378,ROSTR,ROSTRENEN,BRETAGNE,96%,231060.23,6812858.0,14.3,3.6,41.1,1.9,3.6,59.0,"Transfert de +6 MW le 16/12/2019, transfert +4 MW 23/08/21, adaptation +52 MW 16/12/22, transfert -17 MW 17/01/24",19.94 k€/MW,,0.0,52.8,,, > 15.0MW,0.0,40.0,,2.0,3.8,21.0,62.0,Mutation d'un transformateur,3.6,34.6,38.3,,,,,,,,,,,,,,,,47,21.200000000000003,40.1,100,0.0,0.0
2379,ROU.N,ROUBAIX-NORD,HAUTS-DE-FRANCE,54%,712229.25,7067361.5,0.0,0.2,13.0,1.2,0.2,13.2,!,75.29 k€/MW,0.0,0.0,0.0,,0.0,,12.9,160.0,,4.0,18.3,10.0,227.0,,0.2,13.2,176.9,,,,,,,,,,,,,,,,57,68.80000000000001,14.6,8,162.74800000000002,68.80000000000001
2381,ROUI5,ROUILLAC,NOUVELLE-AQUITAINE,77%,461084.44,6522932.5,1.6,0.9,1.9,4.5,4.5,4.4,18/07/2024 : -36 MW vers MENESPLET | 15/10/2024 : +2 MW depuis ROCHEFOUCAULD (LA),89.94 k€/MW,,0.0,0.0,Injection LONGCHAMP 90 kV via RUFFECOIS,, <= 0.0MW,1.9,20.0,,1.0,1.8,21.0,90.0,Ajout d'un transformateur de 36 MVA + Mutation d'un transformateur de 20 en 36 MVA,4.5,8.0,12.9,,,,,,,,,,,,,,,,45,11.0,17.0,100,0.0,0.0
2382,ROUMA,ROUMAGNOLLE,NOUVELLE-AQUITAINE,77%,428199.0,6543400.0,33.8,0.0,8.0,68.3,0.0,41.8,08/03/2023 : -9.2 MW vers MONTGUYON | 29/12/2023 : -60 MW vers SUD VIENNE | 28/06/2024 : -2 MW vers BOISSEUIL | 15/10/2024 : -10 MW vers ST-JEAN-D ANGELY,89.94 k€/MW,,0.0,0.0,!,0.0, <= 0.0MW,68.0,80.0,,2.0,0.2,20.0,225.0,Ajout d'un transformateur de 80 MVA,0.0,101.8,80.2,,,,,,,,,,,,,,,,1,79.2,170.1,100,0.0,0.0
2383,ROUMO,ROUMOULES,PROVENCE-ALPES-COTE-D'AZUR,17%,954120.4,6303965.0,0.3,2.4,9.3,3.5,2.6,12.0,_,76.07 k€/MW,,0.0,11.1,,0.0, <= 0.0MW,9.3,40.0,,1.0,2.6,21.0,227.0,,2.6,12.2,36.5,,,,,,,,,,,,,,,,32,27.199999999999996,18.299999999999997,50,18.25,18.25
2384,ROURE,ROURE,PROVENCE-ALPES-COTE-D'AZUR,17%,813109.0,6273260.5,0.0,0.9,4.1,1.0,1.1,5.0,_,76.07 k€/MW,,0.0,4.9,,, <= 0.0MW,4.1,20.0,,1.0,1.4,21.0,63.0,,1.1,5.2,19.4,,,,,,,,,,,,,,,,35,13.0,7.300000000000001,37,12.222,12.222
2385,ROUS5,ROUSSET,PROVENCE-ALPES-COTE-D'AZUR,17%,911707.56,6267069.0,0.2,0.4,19.4,3.8,1.0,20.0,_,76.07 k€/MW,,0.0,19.6,,, <= 0.0MW,19.4,144.0,,4.0,8.2,21.0,63.0,,1.0,20.6,147.4,,,,,,,,,,,,,,,,28,103.67999999999999,25.400000000000002,17,122.342,103.67999999999999
2386,ROUS6,ROUSSINES,CENTRE,91%,573757.4,6594453.5,1.5,28.7,0.0,7.9,88.8,30.0,2023-08-21 : +29 MW depuis INDRE,62.75 k€/MW,,0.0,0.0,Renouvellement des lignes 90kV CHAUVIGNY-LA FERRANDE-JAUMES-MONTMORILLON et remplacement d'un AT 400/225 kV au poste d'EGUZON,, <= 0.0MW,0.0,72.0,,2.0,1.8,21.0,90.0,Mutation d'un transformateur de 15 en 36 MVA,88.8,90.2,0.0,,,,,,,,,,,,,,,,12,63.36,186.9,100,0.0,0.0
2387,ROUS7,ROUSSY,GRAND-EST,78%,930033.9,6931870.0,0.0,0.5,1.1,0.0,0.7,1.6,18/11/2024 : -0.91 MW,81.82 k€/MW,Non,0.0,2.1,.,0.0, <= 0.0MW,2.0,20.0,,1.0,3.1,21.0,62.0,Renforcement d'un transformateur de 20 en 36 MVA,0.7,2.7,21.3,,,,,,,,,,,,,,,,77,4.6,3.4000000000000004,15,18.105,4.6
2388,ROUSS,ROUSSON,BOURGOGNE-FRANCHE-COMTé,61%,720738.75,6777172.5,0.6,31.3,0.0,2.1,31.3,30.8,Transfert de capacité notifié le 19/07/2024 de 20.7 MW  et  Notifié le 06/12/2024 : +0.1 MW,72.71 k€/MW,,0.0,0.0,,0.0, <= 0.0MW,0.1,72.0,,2.0,6.1,21.0,63.0,,31.3,32.0,44.7,,,,,,,,,,,,,,,,42,41.760000000000005,65.4,100,0.0,0.0
2389,ROUYE,ROUYE,NOUVELLE-AQUITAINE,77%,392761.84,6293182.0,4.4,5.4,2.9,12.1,5.6,12.7,.,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,2.9,20.0,,1.0,2.6,21.0,63.0,,5.6,12.9,4.9,,,,,,,,,,,,,,,,65,7.0,30.6,100,0.0,0.0
2390,ROYAN,ROYAN,NOUVELLE-AQUITAINE,77%,386955.88,6511568.5,0.6,1.0,0.7,3.3,1.2,2.3,!,89.94 k€/MW,,0.0,0.0,,, <= 0.0MW,0.7,126.0,,4.0,10.3,15.0,90.0,,1.2,2.5,131.8,,,,,,,,,,,,,,,,40,75.6,7.0,5,125.21000000000001,75.6
2391,ROYE ,ROYE,HAUTS-DE-FRANCE,54%,685611.94,6955013.0,36.0,83.6,0.0,189.9,83.6,1.8,!,75.29 k€/MW,0.0,0.0,0.0,Création piquage/coupure sur Roye Valescourt 225 Kv,0.0, <= 0.0MW,1.6,188.0,,4.0,13.4,21.0,225.0,,0.2,1.8,25.9,,,,,,,,,,,,,,,,35,122.2,275.3,100,0.0,0.0
2392,RQBIL,ROQUEBILLIERE,PROVENCE-ALPES-COTE-D'AZUR,17%,1045222.25,6334090.0,0.1,0.0,3.9,0.4,0.0,4.0,_,76.07 k€/MW,,0.0,4.0,création d'un 2nd transformateur 225 / 150 kVàLingostiére,0.0, <= 0.0MW,3.9,20.0,,1.0,2.1,21.0,63.0, ,0.0,4.0,21.6,,,,,,,,,,,,,,,,52,9.6,4.4,20,17.28,9.6
